0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,2
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,1
0,0,15,5
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,2
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
0,0,15,1
